,name,time,tweet
192,OldNaijaFootball,2019-11-12 15:17:01,"⏪ On This Day in 2016 • 🎥
victormoses &amp; company destroyed _algeria in Uyo
_
VictorMoses JohnObiMikel… "
193,Raymond Ita,2019-11-12 12:26:33,"Nigeria VS Benin Republic (Afcon Qualifier)
Date: November 13, 2019
Venue: Godswill Akpabio Int'l Stadium
Time: 5pm… "
194,Stanley Blue🇳🇬,2019-11-12 03:22:58,_rown  Not a training pitch. Just a kick about at the golf pitch of the hotel they are staying.The… 
195,solarababa media,2019-11-12 01:34:35,"* SENATOR EKPENYONG LEADS BY 38, 000 votes

* I'll defeat Akpabio again' - Sen. Chris Ekpenyong

The minister of Ni… "
196,Abdulwali A. Tahir,2019-11-11 22:27:16, Godswill AKPABIO should accept the defeat. He should be thankful being a minister. I don't support him c… 
197,Edet,2019-11-11 20:12:54, How will the rerun in Essien Udim give Akpabio the upper hand? How many registered voters are there in… 
198,Fejiro Oliver,2019-11-11 18:03:24,"Akpabio, Appeal Court and the NDDC Interim Committee reason

If there is one thing Godswill Akpabio is sure of, it'… "
199,Itoro Ime Noah,2019-11-11 17:09:30,"""Chief Godswill Akpabio and the APC should be thoroughly ashamed that they are seeking to use the result of one loc… "
200,Dare Ajayi,2019-11-11 16:29:58, Godswill Akpabio s shld just face his ministerial position and not go and dirty his political garment
201,Comfort 95.1 FM,2019-11-11 12:24:12,Nigeria open their campaign for a place in Cameroon 2021 by welcoming the Squirrels of Benin Republic to the Godswi… 
202,Oghenemere Edwin Orugbo,2019-11-11 11:03:39,"I am a critic of Senator Godswill Akpabio, but after my visit to Uyo, the only thing I would like to say to the Sen… "
203,APC update,2019-11-11 09:38:35,"Akpabio wins appeal, court orders rerun in LG

The Court of Appeal sitting in Calabar has ordered a rerun in Essien… "
204,Inspiration FM 105.9,2019-11-11 09:07:27,"TICKETS FOR THE NIGERIA vs BENIN ARE AVAILABLE AT INSPIRATION FM.
Venue: Godswill Akpabio International Stadium 
Da… "
205,Marijke van der Lee,2019-11-11 07:42:25,Appeal Court verdict: I'll defeat Godswill Akpabio again - Senator Ekpenyong 
206,Comrade Ella James,2019-11-11 07:32:31,"and use you as errand boy, forever. Failing to dance their tune, they come for your throat. Ask Godswill Akpabio. I… "
207,Daily Trust,2019-11-11 04:37:07,PDP in Akwa Ibom State has lauded the Court of Appeal judgement that ordered a re-run of the Akwa Ibom North West S… 
208,NaijaOnlineTVBlog,2019-11-11 02:11:17,Sen. Godswill Akpabio Wins At The Court Of Appeal | Naija Online TV Blog 
209,Dedon Omo Iya Elepo (Mr Solution).,2019-11-11 00:15:05,"the aspiration of the Hon. Minister Niger Delta Affairs, SEN. GODSWILL OBOT AKPABIO. 

This program offers:

* Care… "
210,CheckRepublicOnTV,2019-11-10 23:16:57,Sen. Godswill Akpabio Wins At The Court Of Appeal 
211,MindsetOfAMogul,2019-11-10 23:16:40,Repost - Sen. Godswill Akpabio Wins At The Court Of Appeal - 
212,CheckRepublicOnTV,2019-11-10 23:16:32,Sen. Godswill Akpabio Wins At The Court Of Appeal 
213,MindsetOfAMogul,2019-11-10 23:15:51,Repost - Sen. Godswill Akpabio Wins At The Court Of Appeal - 
214,kingsley ezekiel,2019-11-10 21:46:59,"Barrister Patrick Umoh writes:

The Court of Appeal Judgement in Petition No: EPT/ AKS/SEN/06/2019  BETWEEN SEN GOD… "
